id_radar;concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
1;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;483,7;Betim;Principal;Crescente;Ativo;;-19,959486;-44,085386;80;60
2;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;493,29;Betim;Principal;Crescente;Ativo;;-19,964349;-44,171924;80;60
3;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;525,35;Brumadinho;Principal;Crescente;Ativo;;-20,146664;-44,323897;80;60
4;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;528,35;Brumadinho;Principal;Decrescente;Ativo;;-20,167194;-44,334434;80;60
5;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;568,89;Itaguara;Principal;Decrescente;Ativo;;-20,410679;-44,526628;80;60
6;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;618,36;Oliveira;Principal;Decrescente;Ativo;;-20,740356;-44,77152;80;60
7;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;643,224;Santo Antônio do Amparo;Principal;Crescente;Ativo;;-20,921689;-44,87147;80;60
8;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;653,74;Santo Antônio do Amparo;Principal;Crescente;Ativo;;-20,921689;-44,87147;80;60
9;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;712,76;Carmo da Cachoeira;Principal;Decrescente;Ativo;;-21,372782;-45,190037;80;60
10;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;886,25;Estiva;Principal;Decrescente;Ativo;;-22,510753;-46,018149;80;60
11;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;907,72;Cambuí;Principal;Decrescente;Ativo;;-22,676048;-46,09803;80;60
12;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;920,8;Camanducaia;Principal;Crescente;Ativo;;-22,760561;-46,167674;80;60
13;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;MG;923,38;Camanducaia;Principal;Crescente;Ativo;;-22,77438;-46,185834;80;60
14;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;59,795;Mairiporã;Principal;Crescente;Ativo;;-23,289138;-46,58792;80;60
15;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;70,2;Mairiporã;Principal;Decrescente;Ativo;;-23,349188;-46,556532;80;60
16;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;73,06;São Paulo;Principal;Decrescente;Ativo;;-23,368741;-46,554044;80;60
17;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;75,65;São Paulo;Principal;Crescente;Ativo;;-23,384708;-46,564716;80;60
18;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;76,4;São Paulo;Principal;Decrescente;Ativo;;-23,387687;-46,569328;80;60
19;AUTOPISTA FERNÃO DIAS;2007;Controlador;BR-381;SP;78,2;São Paulo;Principal;Crescente;Ativo;;-23,401335;-46,575964;80;60
20;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;58,805;Campos dos Goytacazes;Principal;Decrescente;Ativo;;-21,713412;-41,308561;60;60
21;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;55,389;Campos dos Goytacazes;Principal;Crescente;Ativo;;-21,681822;-41,310949;60;60
22;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;55,52;Campos dos Goytacazes;Principal;Decrescente;Ativo;;-21,68329;-41,31089;60;60
23;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;184,6;Casimiro de Abreu;Principal;Crescente;Ativo;;-22,429729;-42,031134;80;80
24;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;282,56;Itaboraí;Principal;Crescente;Ativo;;-22,735698;-42,801862;60;60
25;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;283,31;Itaboraí;Principal;Decrescente;Ativo;;-22,738801;-42,806988;60;60
26;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;293,5;Itaboraí;Principal;Crescente;Ativo;;-22,755539;-42,888149;60;60
27;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;293,7;Itaboraí;Principal;Decrescente;Ativo;;-22,755202;-42,890633;60;60
28;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;298,3;Itaboraí;Principal;Crescente;Ativo;;-22,772149;-42,933291;100;80
29;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;298,65;Itaboraí;Principal;Decrescente;Ativo;;-22,773498;-42,935548;100;80
30;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;313;São Gonçalo;Principal;Decrescente;Ativo;;-22,809907;-43,068761;100;80
31;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;314,4;São Gonçalo;Principal;Crescente;Ativo;;-22,817695;-43,079165;100;80
32;AUTOPISTA FLUMINENSE;2019;Controlador;BR-101;RJ;316,4;São Gonçalo;Principal;Crescente;Ativo;;-22,830783;-43,093638;100;80
33;AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;650,8;Tijucas do Sul;Principal;Crescente;Ativo;;-25,8451;-49,0726;60;60
34;AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;664,773;Guaratuba;Principal;Crescente;Ativo;;-25,8582;-48,9512;60;60
35;AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;667,013;Guaratuba;Principal;Crescente;Ativo;;-25,8637;-48,9348;60;60
36;AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;668,334;Guaratuba;Principal;Crescente;Ativo;;-25,8693;-48,9341;60;60
37;AUTOPISTA LITORAL SUL;2009;Redutor;BR-376;PR;668,88;Guaratuba;Principal;Decrescente;Ativo;;-25,8749;-48,9363;60;60
38;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;48,77;Joinville;Principal;Crescente;Ativo;;-26,3802;-48,8516;80;80
39;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;50,51;Joinville;Principal;Decrescente;Ativo;;-26,39035;-48,839967;80;80
40;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;140,48;Balneário Camboriú;Principal;Decrescente;Ativo;;-27,042947;-48,599675;60;60
41;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;114,8;Itajaí;Marginal;Crescente;Ativo;;-26,869883;-48,729797;40;40
42;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;114,9;Itajaí;Marginal;Decrescente;Ativo;;-26,883453;-48,724089;40;40
43;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;116,5;Itajaí;Marginal;Decrescente;Ativo;;-27,511425;-48,642764;40;40
44;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;196,05;Biguaçu;Marginal;Crescente;Ativo;;-27,512006;-48,642081;40;40
45;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;196,15;Biguaçu;Marginal;Decrescente;Ativo;;-27,532914;-48,630986;40;40
46;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;198,8;São José;Marginal;Crescente;Ativo;;-27,558233;-48,61835;60;60
47;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;203,85;São José;Marginal;Crescente;Ativo;;-27,572569;-48,613778;60;60
48;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;204,25;São José;Marginal;Decrescente;Ativo;;-27,576306;-48,613381;60;60
49;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;204,75;São José;Marginal;Crescente;Ativo;;-27,580361;-48,614436;40;40
50;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;204,77;São José;Marginal;Decrescente;Ativo;;-27,580619;-48,614444;40;40
51;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;209,15;São José;Marginal;Crescente;Ativo;;-27,610039;-48,638892;60;60
52;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;209,9;São José;Marginal;Decrescente;Ativo;;-27,616022;-48,644975;60;60
53;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;210,7;São José;Marginal;Decrescente;Ativo;;-27,621294;-48,650333;60;60
54;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;212,3;Palhoça;Marginal;Crescente;Ativo;;-27,632003;-48,661075;40;40
55;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;212,35;Palhoça;Marginal;Decrescente;Ativo;;-27,632314;-48,661422;40;40
56;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;213,29;Palhoça;Marginal;Crescente;Ativo;;-27,639242;-48,66675;40;40
57;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;213,66;Palhoça;Marginal;Crescente;Ativo;;-27,642081;-48,668847;60;60
58;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;213,85;Palhoça;Marginal;Decrescente;Ativo;;-27,643475;-48,669875;60;60
59;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;215,05;Palhoça;Marginal;Crescente;Ativo;;-27,651111;-48,675542;60;60
60;AUTOPISTA LITORAL SUL;2009;Redutor;BR-101;SC;215,55;Palhoça;Marginal;Decrescente;Ativo;;-27,656133;-48,678472;60;60
61;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;120,6;Curitiba;Principal;Decrescente;Ativo;;-25,590973;-49,315223;80;80
62;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;121,8;Curitiba;Principal;Crescente;Ativo;;-25,354624;-49,185973;60;60
63;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;128,9;Fazenda Rio Grande;Principal;Crescente;Ativo;;-25,663718;-49,313801;80;80
64;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;206,075;Rio Negro;Principal;Crescente;Ativo;;-26,073977;-49,756342;60;60
65;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;PR;206,9;Rio Negro;Principal;Decrescente;Ativo;;-26,075329;-49,762117;60;60
66;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;53,299;Papanduva;Principal;Crescente;Ativo;;-26,39382;-50,157065;60;60
67;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;69,437;Monte Castelo;Principal;Decrescente;Ativo;;-26,464043;-50,229769;60;60
68;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;105,28;Monte Castelo;Principal;Decrescente;Ativo;;-26,752943;-50,316985;60;60
69;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;117,32;Santa Cecília;Principal;Crescente;Ativo;;-26,818408;-50,35094;60;60
70;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;117,85;Santa Cecília;Principal;Decrescente;Ativo;;-26,821071;-50,353813;60;60
71;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;172,5;Ponte Alta do Norte;Principal;Crescente;Ativo;;-27,214086;-50,465692;80;80
72;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;173,15;São Cristovão do Sul;Principal;Decrescente;Ativo;;-27,218833;-50,464637;80;80
73;AUTOPISTA PLANALTO SUL;2017;Controlador;BR-116;SC;308,42;Capão Alto;Principal;Crescente;Ativo;;-28,198208;-50,755753;60;60
74;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;299,8;São Lourenço da Serra;Principal;Crescente;Ativo;;-23,793677;-46,91533;60;60
75;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;305,1;São Lourenço da Serra;Principal;Crescente;Ativo;;-23,83786;-46,930824;80;60
76;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;511,4;Cajati;Principal;Decrescente;Ativo;;-24,84545;-48,212248;60;60
77;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;514,7;Cajati;Principal;Decrescente;Ativo;;-24,86479;-48,211446;60;60
78;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;546;Barra do Turvo;Principal;Decrescente;Ativo;;-24,965893;-48,43431;60;60
79;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;548,37;Barra do Turvo;Principal;Crescente;Ativo;;-24,95374;-48,448019;60;60
80;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;550,7;Barra do Turvo;Principal;Decrescente;Ativo;;-24,96714;-48,471856;60;60
81;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;559,95;Barra do Turvo;Principal;Crescente;Ativo;;-25,015236;-48,509448;60;60
82;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;567,8;Barra do Turvo;Principal;Crescente;Ativo;;-25,056695;-48,555453;60;60
83;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;PR;28,8;Campina Grande do Sul;Principal;Decrescente;Ativo;;-25,110959;-48,808223;60;60
84;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;PR;33,6;Campina Grande do Sul;Principal;Decrescente;Ativo;;-25,114937;-48,849413;60;60
85;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;PR;40,05;Campina Grande do Sul;Principal;Crescente;Ativo;;-25,167022;-48,865032;60;60
86;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;351,78;Miracatu;Principal;Crescente;Ativo;;-24,064698;-47,233601;60;60
87;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;356,5;Miracatu;Principal;Crescente;Ativo;;-24,095474;-47,256386;60;60
88;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;357,5;Miracatu;Principal;Crescente;Ativo;;-24,102768;-47,258911;60;60
89;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;360,04;Miracatu;Principal;Crescente;Ativo;;-24,113081;-47,268627;60;60
90;AUTOPISTA REGIS BITTENCOURT;2017;Controlador;BR-116;SP;361,52;Miracatu;Principal;Crescente;Ativo;;-24,121953;-47,270639;60;60
91;CONCEBRA;2017;Controlador;BR-60;GO;15,25;Alexânia;Principal;Crescente/Decrescente;Ativo;;-16,109244;-48,363771;110;90
92;CONCEBRA;2017;Controlador;BR-60;GO;15,25;Alexânia;Principal;Decrescente;Ativo;;-16,109244;-48,363771;110;90
93;CONCEBRA;2017;Controlador;BR-60;DF;8,54;Brasília;Principal;Crescente;Ativo;;-15,90482;-48,136279;80;80
94;CONCEBRA;2017;Controlador;BR-60;DF;10,05;Brasília;Principal;Decrescente;Ativo;;-15,909947;-48,150911;80;80
95;CONCEBRA;2017;Redutor;BR-60;DF;12,3;Brasília;Principal;Decrescente;Ativo;;-15,919853;-48,165065;60;60
96;CONCEBRA;2017;Redutor;BR-60;DF;12,3;Brasília;Principal;Crescente;Ativo;;-15,919547;-48,16526;60;60
97;CONCEBRA;2017;Redutor;BR-60;DF;30;Brasília;Principal;Crescente;Ativo;;-16,042216;-48,256709;40;40
98;CONCEBRA;2017;Redutor;BR-60;DF;30;Brasília;Principal;Decrescente;Ativo;;-16,042696;-48,256292;40;40
99;CONCEBRA;2017;Redutor;BR-60;GO;22,7;Alexânia;Principal;Crescente;Ativo;;-16,121198;-48,425263;40;40
100;CONCEBRA;2017;Redutor;BR-60;GO;22,8;Alexânia;Principal;Decrescente;Ativo;;-16,121311;-48,42629;40;40
101;CONCEBRA;2017;Redutor;BR-60;GO;79,15;Anápolis;Principal;Crescente;Ativo;;-16,300556;-48,812986;40;40
102;CONCEBRA;2017;Redutor;BR-60;GO;79,15;Anápolis;Principal;Decrescente;Ativo;;-16,300861;-48,812878;40;40
103;CONCEBRA;2017;Redutor;BR-60;GO;91,25;Anápolis;Principal;Crescente;Ativo;;-16,347739;-48,908274;40;40
104;CONCEBRA;2017;Redutor;BR-60;GO;91,33;Anápolis;Principal;Decrescente;Ativo;;-16,348402;-48,908756;40;40
105;CONCEBRA;2017;Redutor;BR-60;GO;101,2;Anápolis;Principal;Crescente;Ativo;;-16,402323;-48,976167;60;60
106;CONCEBRA;2017;Redutor;BR-60;GO;101,8;Anápolis;Principal;Decrescente;Ativo;;-16,404887;-48,980615;60;60
107;CONCEBRA;2017;Redutor;BR-60;GO;117,95;Terezópolis de Goiás;Principal;Crescente;Ativo;;-16,48409;-49,093074;40;40
108;CONCEBRA;2017;Redutor;BR-60;GO;118;Terezópolis de Goiás;Principal;Decrescente;Ativo;;-16,484798;-49,093366;40;40
109;CONCEBRA;2017;Redutor;BR-60;GO;118,53;Terezópolis de Goiás;Principal;Crescente;Ativo;;-16,488047;-49,096859;40;40
110;CONCEBRA;2017;Controlador;BR-60;GO;119,5;Terezópolis de Goiás;Principal;Crescente;Ativo;;-16,497203;-49,105881;80;80
111;CONCEBRA;2017;Controlador;BR-60;GO;122,8;Terezópolis de Goiás;Principal;Crescente;Ativo;;-16,516613;-49,122211;80;80
112;CONCEBRA;2017;Controlador;BR-60;GO;126;Goianápolis;Principal;Decrescente;Ativo;;-16,517995;-49,123703;80;80
113;CONCEBRA;2017;Controlador;BR-60;GO;125,35;Goianápolis;Principal;Decrescente;Ativo;;-16,52999;-49,141356;80;80
114;CONCEBRA;2017;Controlador;BR-60;GO;124,8;Goianápolis;Principal;Crescente;Ativo;;-16,528391;-49,137104;80;80
115;CONCEBRA;2017;Controlador;BR-60;GO;126,7;Goianápolis;Principal;Crescente;Ativo;;-16,5379;-49,149197;80;80
116;CONCEBRA;2017;Controlador;BR-60;GO;127,22;Goianápolis;Principal;Decrescente;Ativo;;-16,542807;-49,149747;80;80
117;CONCEBRA;2017;Controlador;BR-60;GO;128,1;Goianápolis;Principal;Decrescente;Ativo;;-16,553939;-49,152502;80;80
118;CONCEBRA;2017;Controlador;BR-60;GO;132,82;Goiânia;Principal;Crescente;Ativo;;-16,581266;-49,178608;80;80
119;CONCEBRA;2017;Controlador;BR-60;GO;133,36;Goiânia;Principal;Crescente;Ativo;;-16,581291;-49,183352;80;80
120;CONCEBRA;2017;Controlador;BR-153;GO;490,3;Goiânia;Principal;Decrescente;Ativo;;-16,623873;-49,205949;80;80
121;CONCEBRA;2017;Controlador;BR-153;GO;491,35;Goiânia;Principal;Crescente;Ativo;;-16,63381;-49,205209;80;80
122;CONCEBRA;2017;Controlador;BR-153;GO;492,8;Goiânia;Principal;Crescente;Ativo;;-16,643922;-49,209875;80;80
123;CONCEBRA;2017;Controlador;BR-153;GO;493,53;Goiânia;Principal;Crescente;Ativo;;-16,649784;-49,214499;80;80
124;CONCEBRA;2017;Controlador;BR-153;GO;494,3;Goiânia;Principal;Decrescente;Ativo;;-16,655472;-49,217977;80;80
125;CONCEBRA;2017;Controlador;BR-153;GO;495;Goiânia;Principal;Crescente;Ativo;;-16,661456;-49,221952;80;80
126;CONCEBRA;2017;Controlador;BR-153;GO;495;Goiânia;Principal;Decrescente;Ativo;;-16,661525;-49,221744;80;80
127;CONCEBRA;2017;Controlador;BR-153;GO;496;Goiânia;Principal;Decrescente;Ativo;;-16,668345;-49,22622;80;80
128;CONCEBRA;2017;Controlador;BR-153;GO;496,35;Goiânia;Principal;Crescente;Ativo;;-16,671186;-49,22796;80;80
129;CONCEBRA;2017;Controlador;BR-153;GO;498;Goiânia;Principal;Decrescente;Ativo;;-16,686646;-49,233367;80;80
130;CONCEBRA;2017;Controlador;BR-153;GO;500;Goiânia;Principal;Crescente;Ativo;;-16,702105;-49,231262;80;80
131;CONCEBRA;2017;Controlador;BR-153;GO;500,5;Goiânia;Principal;Crescente;Ativo;;-16,708477;-49,230962;80;80
132;CONCEBRA;2017;Controlador;BR-153;GO;500,78;Goiânia;Principal;Decrescente;Ativo;;-16,710668;-49,231336;80;80
133;CONCEBRA;2017;Controlador;BR-153;GO;501,95;Goiânia;Principal;Crescente;Ativo;;-16,718868;-49,238159;80;80
134;CONCEBRA;2017;Controlador;BR-153;GO;501,98;Goiânia;Principal;Decrescente;Ativo;;-16,718874;-49,237961;80;80
135;CONCEBRA;2017;Controlador;BR-153;GO;502,9;Goiânia;Principal;Crescente;Ativo;;-16,726534;-49,241244;80;80
136;CONCEBRA;2017;Controlador;BR-153;GO;503,09;Goiânia;Principal;Decrescente;Ativo;;-16,728332;-49,242036;80;80
137;CONCEBRA;2017;Controlador;BR-153;GO;504;Aparecida de Goiânia;Principal;Crescente;Ativo;;-16,736838;-49,242949;80;80
138;CONCEBRA;2017;Controlador;BR-153;GO;504;Aparecida de Goiânia;Principal;Decrescente;Ativo;;-16,736566;-49,242762;80;80
139;CONCEBRA;2017;Redutor;BR-153;GO;505,05;Aparecida de Goiânia;Principal;Crescente;Ativo;;-16,745348;-49,240774;40;40
140;CONCEBRA;2017;Redutor;BR-153;GO;505,05;Aparecida de Goiânia;Principal;Decrescente;Ativo;;-16,745358;-49,240598;40;40
141;CONCEBRA;2017;Redutor;BR-153;GO;507,81;Aparecida de Goiânia;Principal;Decrescente;Ativo;;-16,768585;-49,239288;80;80
142;CONCEBRA;2017;Redutor;BR-153;GO;508,31;Aparecida de Goiânia;Principal;Crescente;Ativo;;-16,773391;-49,237844;80;80
143;CONCEBRA;2017;Redutor;BR-153;GO;508,944;Aparecida de Goiânia;Principal;Decrescente;Ativo;;-16,780085;-49,237028;80;80
144;CONCEBRA;2017;Controlador;BR-153;GO;510,1;Aparecida de Goiânia;Principal;Crescente;Ativo;;-16,788789;-49,237936;80;80
145;CONCEBRA;2017;Controlador;BR-153;GO;510,3;Aparecida de Goiânia;Principal;Decrescente;Ativo;;-16,791461;-49,237868;80;80
146;CONCEBRA;2017;Controlador;BR-153;GO;514,19;Aparecida de Goiânia;Principal;Crescente;Ativo;;-16,826616;-49,242453;40;40
147;CONCEBRA;2017;Controlador;BR-153;GO;514,25;Aparecida de Goiânia;Principal;Decrescente;Ativo;;-16,827086;-49,242316;40;40
148;CONCEBRA;2017;Controlador;BR-153;GO;610,8;Morrinhos;Principal;Decrescente;Ativo;;-17,63186;-49,176422;40;40
149;CONCEBRA;2017;Controlador;BR-153;GO;663,13;Goiatuba;Principal;Crescente;Ativo;;-18,073307;-49,270285;60;60
150;CONCEBRA;2017;Controlador;BR-153;GO;663,73;Goiatuba;Principal;Crescente;Ativo;;-18,078784;-49,271031;60;60
