id_radar;concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
151;CONCEBRA;2017;Controlador;BR-153;GO;666,55;Goiatuba;Principal;Crescente;Ativo;;-18,103438;-49,275434;60;60
152;CONCEBRA;2017;Redutor;BR-262;MG;449,5;Nova Serrana;Principal;Decrescente;Ativo;;-19,851623;-45,026842;40;40
153;CONCEBRA;2017;Redutor;BR-262;MG;449,5;Nova Serrana;Principal;Crescente;Ativo;;-19,851477;-45,026708;40;40
154;CONCEBRA;2017;Redutor;BR-262;MG;476,8;Bom Despacho;Principal;Crescente;Ativo;;-19,785777;-45,252522;60;60
155;CONCEBRA;2017;Redutor;BR-262;MG;476,8;Bom Despacho;Principal;Decrescente;Ativo;;-19,785695;-45,252492;60;60
156;CONCEBRA;2017;Redutor;BR-262;MG;477,8;Bom Despacho;Principal;Crescente;Ativo;;-19,7829;-45,25969;60;60
157;CONCEBRA;2017;Redutor;BR-262;MG;477,8;Bom Despacho;Principal;Decrescente;Ativo;;-19,78299;-45,259748;60;60
158;CONCEBRA;2017;Redutor;BR-262;MG;523,2;Luz;Principal;Crescente;Ativo;;-19,782754;-45,683213;60;60
159;CONCEBRA;2017;Redutor;BR-262;MG;523,2;Luz;Principal;Decrescente;Ativo;;-19,782849;-45,68322;60;60
160;CONCEBRA;2017;Controlador;BR-262;MG;558,9;Córrego Danta;Principal;Crescente;Ativo;;-19,742265;-45,945669;60;60
161;CONCEBRA;2017;Controlador;BR-262;MG;558,9;Córrego Danta;Principal;Decrescente;Ativo;;-19,742343;-45,945591;60;60
162;CONCEBRA;2017;Controlador;BR-262;MG;566,2;Córrego Danta;Principal;Crescente;Ativo;;-19,739018;-46,008071;60;60
163;CONCEBRA;2017;Controlador;BR-262;MG;566,2;Córrego Danta;Principal;Decrescente;Ativo;;-19,738975;-46,007996;60;60
164;CONCEBRA;2017;Controlador;BR-262;MG;591,415;Campos Altos;Principal;Crescente;Ativo;;-19,666914;-46,164023;60;60
165;CONCEBRA;2017;Controlador;BR-262;MG;591,415;Campos Altos;Principal;Decrescente;Ativo;;-19,666836;-46,164017;60;60
166;CONCEBRA;2017;Controlador;BR-262;MG;594,48;Campos Altos;Principal;Crescente;Ativo;;-19,653606;-46,184685;60;60
167;CONCEBRA;2017;Controlador;BR-262;MG;594,48;Campos Altos;Principal;Decrescente;Ativo;;-19,653682;-46,184662;60;60
168;CONCEBRA;2017;Controlador;BR-262;MG;678,546;Araxá;Principal;Crescente;Ativo;;-19,55463;-46,888667;60;60
169;CONCEBRA;2017;Controlador;BR-262;MG;678,546;Araxá;Principal;Decrescente;Ativo;;-19,554674;-46,888703;60;60
170;CONCEBRA;2017;Redutor;BR-153;MG;1,432;Araporã;Principal;Decrescente;Ativo;;-18,428617;-49,192556;60;60
171;CONCEBRA;2017;Redutor;BR-153;MG;17,75;Centralina;Principal;Crescente;Ativo;;-18,575721;-49,193931;60;60
172;CONCEBRA;2017;Controlador;BR-153;MG;20,4;Centralina;Principal;Crescente;Ativo;;-18,599946;-49,192408;60;60
173;CONCEBRA;2017;Controlador;BR-153;MG;21,1;Centralina;Principal;Decrescente;Ativo;;-18,605203;-49,191862;60;60
174;CONCEBRA;2017;Redutor;BR-153;MG;57,9;Monte Alegre de Minas;Principal;Crescente;Ativo;;-18,876348;-49,058254;60;60
175;CONCEBRA;2017;Controlador;BR-153;MG;65,525;Monte Alegre de Minas;Principal;Crescente;Ativo;;-18,941608;-49,026624;60;60
176;CONCEBRA;2017;Controlador;BR-153;MG;66,5;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,949742;-49,026207;60;60
177;CONCEBRA;2017;Controlador;BR-153;MG;75,2;Monte Alegre de Minas;Principal;Crescente;Ativo;;-19,025926;-49,011557;60;60
178;CONCEBRA;2017;Redutor;BR-153;MG;107,845;Prata;Principal;Decrescente;Ativo;;-19,297922;-48,9075;60;60
179;CONCEBRA;2017;Redutor;BR-153;MG;107,8;Prata;Principal;Crescente;Ativo;;-19,297202;-48,907709;60;60
180;CONCEBRA;2017;Controlador;BR-60;DF;29,1;Brasília;Principal;Decrescente;Ativo;;-16,03107;-48,253482;80;80
181;CONCEBRA;2017;Controlador;BR-60;GO;0,7;Santo Antônio do Descoberto;Principal;Crescente;Ativo;;-16,057033;-48,261945;110;90
182;CONCEBRA;2017;Controlador;BR-60;GO;18,82;Alexânia;Principal;Decrescente;Ativo;;-16,115564;-48,391403;110;90
183;CONCEBRA;2017;Controlador;BR-60;GO;26;Alexânia;Principal;Crescente;Ativo;;-16,105136;-48,451785;110;90
184;CONCEBRA;2017;Controlador;BR-60;GO;27,5;Alexânia;Principal;Decrescente;Ativo;;-16,102011;-48,464212;110;90
185;CONCEBRA;2017;Controlador;BR-60;GO;28,24;Alexânia;Principal;Decrescente;Ativo;;-16,100433;-48,470791;110;90
186;CONCEBRA;2017;Controlador;BR-60;GO;109,4;Goianápolis;Principal;Crescente;Ativo;;-16,44835;-49,025775;110;90
187;CONCEBRA;2017;Controlador;BR-153;MG;45,8;Canápolis;Principal;Crescente;Ativo;;-18,784187;-49,081987;80;80
188;CONCEBRA;2017;Controlador;BR-153;MG;51,8;Monte Alegre de Minas;Principal;Decrescente;Ativo;;-18,835723;-49,091155;80;80
189;CONCEBRA;2017;Controlador;BR-262;MG;365,35;Juatuba;Principal;Decrescente;Ativo;;-19,972472;-44,308858;80;80
190;CONCEBRA;2017;Controlador;BR-262;MG;377,5;Juatuba;Principal;Decrescente;Ativo;;-19,931025;-44,412783;60;60
191;CONCEBRA;2017;Controlador;BR-262;MG;378,8;Juatuba;Principal;Decrescente;Ativo;;-19,933103;-44,427292;60;60
192;CONCEBRA;2017;Controlador;BR-262;MG;380,35;Juatuba;Principal;Decrescente;Ativo;;-19,935039;-44,435286;60;60
193;CONCER;2016;Controlador;BR-40;RJ;24,9;Três Rios;Principal;Decrescente;Ativo;;-22,148066;-43,158292;70;70
194;CONCER;2016;Controlador;BR-40;RJ;65;Petrópolis;Principal;Decrescente;Ativo;;-22,428082;-43,16175;70;70
195;CONCER;2016;Controlador;BR-40;RJ;72,5;Petrópolis;Principal;Crescente;Ativo;;-22,46162;-43,222137;70;70
196;CONCER;2016;Controlador;BR-40;RJ;74,6;Petrópolis;Principal;Decrescente;Ativo;;-22,479247;-43,217286;70;70
197;CONCER;2016;Controlador;BR-40;RJ;83,7;Petrópolis;Principal;Crescente;Ativo;;-22,521737;-43,235255;70;70
198;CONCER;2016;Controlador;BR-40;RJ;105,9;Duque de Caxias;Principal;Decrescente;Ativo;;-22,646195;-43,283664;90;90
199;CONCER;2016;Controlador;BR-40;RJ;64,7;Petrópolis;Principal;Crescente;Ativo;;-22,427058;-43,158645;70;70
200;CONCER;2016;Controlador;BR-40;RJ;86,8;Petrópolis;Principal;Crescente;Ativo;;-22,542299;-43,233504;70;70
201;CONCER;2016;Controlador;BR-40;RJ;80;Petrópolis;Principal;Crescente;Ativo;;-22,498044;-43,228858;70;70
202;CONCER;2016;Controlador;BR-40;RJ;97,11;Duque de Caxias;Principal;Decrescente;Ativo;;-22,583707;-43,261083;50;50
203;CONCER;2016;Controlador;BR-40;RJ;80,16;Petrópolis;Principal;Decrescente;Ativo;;-22,519988;-43,228025;70;70
204;CONCER;2016;Controlador;BR-40;MG;815,2;Simão Pereira;Principal;Crescente;Ativo;;-21,918528;-43,322804;70;70
205;CONCER;2016;Controlador;BR-40;MG;815,8;Simão Pereira;Principal;Decrescente;Ativo;;-21,923099;-43,320567;70;70
206;CONCER;2016;Controlador;BR-40;MG;784,6;Juiz de Fora;Principal;Decrescente;Ativo;;-21,732482;-43,43931;70;70
207;CONCER;2016;Controlador;BR-40;MG;781;Juiz de Fora;Principal;Decrescente;Ativo;;-21,705447;-43,450948;70;70
208;CONCER;2016;Controlador;BR-40;MG;781;Juiz de Fora;Principal;Crescente;Ativo;;-21,704476;-43,451743;70;70
209;CRO;2016;Redutor;BR-364;MT;204,1;Rondonópolis;Principal;Decrescente;Ativo;;-16,462925;-54,659422;40;40
210;CRO;2016;Controlador;BR-364;MT;209,63;Rondonópolis;Principal;Decrescente;Ativo;;-16,428308;-54,694709;60;60
211;CRO;2016;Controlador;BR-364;MT;275,9;Jaciara;Principal;Crescente/Decrescente;Ativo;;-15,952476;-54,994747;60;60
212;CRO;2016;Controlador;BR-364;MT;277,2;Jaciara;Principal;Decrescente;Ativo;;-15,948487;-55,004495;60;60
213;CRO;2016;Controlador;BR-364;MT;277,6;Jaciara;Principal;Decrescente;Ativo;;-15,948487;-55,004495;60;60
214;CRO;2016;Redutor;BR-70;MT;522,035;Várzea Grande;Principal;Crescente;Ativo;;-15,664013;-56,184515;40;40
215;CRO;2016;Redutor;BR-70;MT;522,1;Várzea Grande;Principal;Decrescente;Ativo;;-15,663936;-56,184613;40;40
216;CRO;2016;Redutor;BR-163;MT;595,5;Nova Mutum;Principal;Crescente/Decrescente;Ativo;;-13,842005;-56,083407;40;40
217;CRO;2016;Controlador;BR-163;MT;597,7;Nova Mutum;Principal;Crescente;Ativo;;-13,823458;-56,078228;60;60
218;CRO;2016;Redutor;BR-163;MT;659,3;Lucas do Rio Verde;Principal;Crescente;Ativo;;-13,308807;-56,041599;50;50
219;CRO;2016;Redutor;BR-163;MT;659,5;Lucas do Rio Verde;Principal;Decrescente;Ativo;;-13,308807;-56,041599;50;50
220;CRO;2016;Controlador;BR-163;MT;686,2;Lucas do Rio Verde;Principal;Crescente/Decrescente;Ativo;;-13,085958;-55,942035;60;60
221;CRO;2016;Redutor;BR-163;MT;688,5;Lucas do Rio Verde;Principal;Crescente;Ativo;;-13,06756;-55,925153;50;50
222;CRO;2016;Redutor;BR-163;MT;688,96;Lucas do Rio Verde;Principal;Decrescente;Ativo;;-13,06756;-55,925153;50;50
223;CRO;2016;Controlador;BR-163;MT;690,85;Lucas do Rio Verde;Principal;Crescente/Decrescente;Ativo;;-13,055465;-55,912815;60;60
224;CRO;2016;Redutor;BR-163;MT;714;Sorriso;Principal;Crescente;Ativo;;-12,862742;-55,833343;40;40
225;CRO;2016;Redutor;BR-163;MT;714,38;Sorriso;Principal;Decrescente;Ativo;;-12,859497;-55,832187;40;40
226;CRO;2016;Controlador;BR-163;MT;746,1;Sorriso;Principal;Crescente;Ativo;;-12,601219;-55,749739;60;60
227;CRO;2016;Redutor;BR-163;MT;751,55;Sorriso;Principal;Crescente/Decrescente;Ativo;;-12,560517;-55,719497;50;50
228;CRO;2016;Redutor;BR-163;MT;753,1;Sorriso;Principal;Decrescente;Ativo;;-12,54926;-55,712584;50;50
229;CRO;2016;Redutor;BR-163;MT;753,6;Sorriso;Principal;Crescente;Ativo;;-12,545764;-55,709854;50;50
230;CRO;2016;Redutor;BR-163;MT;753,625;Sorriso;Principal;Decrescente;Ativo;;-12,545302;-55,710001;50;50
231;CRO;2016;Controlador;BR-163;MT;823,6;Sinop;Principal;Crescente;Ativo;;-11,962062;-55,516853;60;60
232;CRO;2016;Controlador;BR-163;MT;824;Sinop;Principal;Decrescente;Ativo;;-11,958226;-55,517092;60;60
233;CRO;2016;Controlador;BR-163;MT;831;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,897853;-55,504829;60;60
234;CRO;2016;Controlador;BR-163;MT;836,4;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,849721;-55,492209;60;60
235;CRO;2016;Controlador;BR-163;MT;837,2;Sinop;Principal;Decrescente;Ativo;;-11,84243;-55,490409;40;40
236;CRO;2016;Controlador;BR-163;MT;854;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,695381;-55,452044;60;60
237;CRO;2016;Controlador;BR-364;MT;269;Jaciara;Principal;Crescente;Ativo;;-15,972171;-54,93955;60;60
238;CRO;2016;Controlador;BR-364;MT;269;Jaciara;Principal;Decrescente;Ativo;;-15,972171;-54,93955;60;60
239;CRO;2016;Redutor;BR-364;MT;346,5;Campo Verde;Principal;Crescente;Ativo;;-15,796013;-55,554869;50;50
240;CRO;2016;Redutor;BR-364;MT;349,47;Santo Antônio do Leverger;Principal;Crescente;Ativo;;-15,792933;-55,579288;50;50
241;CRO;2016;Redutor;BR-364;MT;347,488;Campo Verde;Principal;Crescente;Ativo;;-15,796117;-55,561033;50;50
242;CRO;2016;Redutor;BR-364;MT;348,65;Santo Antônio do Leverger;Principal;Crescente;Ativo;;-15,793378;-55,571656;50;50
243;CRO;2016;Redutor;BR-163;MT;821;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,985969;-55,517047;40;40
244;CRO;2016;Redutor;BR-163;MT;786,7;Vera;Principal;Crescente/Decrescente;Ativo;;-12,287022;-55,562297;40;40
245;CRO;2016;Redutor;BR-364;MT;206,34;Rondonópolis;Principal;Decrescente;Ativo;;-16,445539;-54,669254;40;40
246;CRO;2016;Controlador;BR-163;MT;15,35;Itiquira;Principal;Decrescente;Ativo;;-17,383148;-54,757556;80;80
247;CRO;2016;Controlador;BR-163;MT;16,5;Itiquira;Principal;Crescente;Ativo;;-17,373189;-54,756445;80;80
248;CRO;2016;Controlador;BR-163;MT;17,2;Itiquira;Principal;Decrescente;Ativo;;-17,366535;-54,75677;80;80
249;CRO;2016;Redutor;BR-364;MT;203,23;Rondonópolis;Principal;Decrescente;Ativo;;-16,469739;-54,656214;40;40
250;CRO;2016;Redutor;BR-163;MT;786,7;Vera;Principal;Crescente/Decrescente;Ativo;;-12,287022;-55,562297;40;40
251;CRO;2016;Controlador;BR-163;MT;109,72;Rondonópolis;Principal;Decrescente;Ativo;;-16,57452;-54,6853;80;80
252;CRO;2016;Redutor;BR-163;MT;752,73;Sorriso;Principal;Crescente;Ativo;;-12,552292;-55,714197;50;50
253;CRO;2016;Controlador;BR-163;MT;836;Sinop;Principal;Crescente;Ativo;;-11,85115;-55,492633;60;60
254;CRO;2016;Controlador;BR-364;MT;207,54;Rondonópolis;Principal;Crescente;Ativo;;-16,436026;-54,683081;60;60
255;CRO;2016;Controlador;BR-70;MT;503,36;Cuiabá;Principal;Crescente/Decrescente;Ativo;;-15,698816;-56,034129;60;60
256;CRO;2016;Controlador;BR-70;MT;504;Cuiabá;Principal;Crescente/Decrescente;Ativo;;-15,700683;-56,046185;60;60
257;CRO;2016;Controlador;BR-70;MT;516,9;Várzea Grande;Principal;Crescente/Decrescente;Ativo;;-15,701572;-56,158731;60;60
258;CRO;2016;Controlador;BR-70;MT;517,1;Várzea Grande;Principal;Crescente/Decrescente;Ativo;;-15,701236;-56,161069;60;60
259;CRO;2016;Controlador;BR-70;MT;521,4;Várzea Grande;Principal;Crescente/Decrescente;Ativo;;-15,668997;-56,180897;60;60
260;CRO;2016;Controlador;BR-70;MT;521,7;Várzea Grande;Principal;Crescente/Decrescente;Ativo;;-15,667026;-56,182495;60;60
261;CRO;2016;Controlador;BR-70;MT;523,3;Várzea Grande;Principal;Crescente/Decrescente;Ativo;;-15,654771;-56,191106;60;60
262;CRO;2016;Controlador;BR-163;MT;593,4;Nova Mutum;Principal;Crescente/Decrescente;Ativo;;-13,862718;-56,086189;60;60
263;CRO;2016;Controlador;BR-163;MT;832,4;Sinop;Principal;Crescente;Ativo;;-11,884887;-55,501339;60;60
264;CRO;2016;Controlador;BR-163;MT;832,9;Sinop;Principal;Decrescente;Ativo;;-11,880062;-55,500169;60;60
265;CRO;2016;Controlador;BR-163;MT;834,3;Sinop;Principal;Crescente;Ativo;;-11,868907;-55,497154;60;60
266;CRO;2016;Controlador;BR-163;MT;835,3;Sinop;Principal;Crescente/Decrescente;Ativo;;-11,860489;-55,495108;60;60
267;ECO050;2017;Redutor;BR-50;GO;278,65;Catalão;Principal;Decrescente;Ativo;;-18,1722;-47,9254;60;60
268;ECO050;2017;Redutor;BR-50;GO;279,65;Catalão;Principal;Crescente;Ativo;;-18,17663;-47,93361;60;60
269;ECO050;2017;Redutor;BR-50;GO;280,62;Catalão;Principal;Crescente/Decrescente;Ativo;;-18,18162;-47,94102;60;60
270;ECO050;2017;Redutor;BR-50;GO;281;Catalão;Principal;Crescente;Ativo;;-18,18361;-47,94395;60;60
271;ECO050;2017;Controlador;BR-50;MG;51,9;Araguari;Principal;Crescente;Ativo;;-18,7518;-48,23765;80;80
272;ECO050;2017;Redutor;BR-50;MG;53,8;Araguari;Principal;Decrescente;Ativo;;-18,76641;-48,24459;60;60
273;ECO050;2017;Redutor;BR-50;MG;55,1;Uberlândia;Principal;Decrescente;Ativo;;-18,77458;-48,23972;60;60
274;ECO050;2017;Redutor;BR-50;MG;56,4;Uberlândia;Principal;Decrescente;Ativo;;-18,7827;-48,23322;60;60
275;ECO050;2017;Redutor;BR-50;MG;171;Uberaba;Principal;Crescente;Ativo;;-19,74423;-47,98416;70;70
276;ECO050;2017;Redutor;BR-50;MG;171,2;Uberaba;Principal;Decrescente;Ativo;;-19,74632;-47,98365;60;60
277;ECO050;2017;Redutor;BR-50;MG;182,1;Uberaba;Principal;Crescente;Ativo;;-19,79291;-47,91191;50;50
278;ECO050;2017;Redutor;BR-50;MG;182,2;Uberaba;Principal;Decrescente;Ativo;;-19,79394;-47,9111;50;50
279;ECO050;2017;Redutor;BR-50;MG;206,5;Delta;Principal;Crescente;Ativo;;-19,97941;-47,78912;50;50
280;ECO050;2017;Redutor;BR-50;MG;206,7;Delta;Principal;Decrescente;Ativo;;-19,98151;-47,7887;50;50
281;ECO050;2017;Redutor;BR-50;GO;96,35;Cristalina;Principal;Crescente;Ativo;;-16,7577;-47,60934;40;40
282;ECO050;2017;Redutor;BR-50;GO;99,83;Cristalina;Principal;Crescente/Decrescente;Ativo;;-16,78135;-47,63064;80;80
283;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;216,14;Serra;Principal;Crescente;Ativo;;-20,146583;-40,286667;60;60
284;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;261,08;Serra;Principal;Decrescente;Ativo;;-20,151056;-40,278722;60;60
285;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;14,022;Pedro Canário;Principal;Crescente;Ativo;;-18,28236;-39,95688;60;60
286;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;15,503;Pedro Canário;Principal;Crescente/Decrescente;Ativo;;-18,29422;-39,95647;60;60
287;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;17,837;Pinheiros;Principal;Decrescente;Ativo;;-18,31302;-39,95461;60;60
288;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;31,114;Conceição da Barra;Principal;Crescente/Decrescente;Ativo;;-18,42086;-39,93561;60;60
289;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;37,777;Conceição da Barra;Principal;Crescente/Decrescente;Ativo;;-18,47894;-39,92486;60;60
290;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;50,02;Conceição da Barra;Principal;Crescente/Decrescente;Ativo;;-18,58299;-39,89316;60;60
291;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;61,061;São Mateus;Principal;Crescente;Ativo;;-18,67697;-39,86508;60;60
292;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;62,156;São Mateus;Principal;Crescente/Decrescente;Ativo;;-18,6863;-39,8623;60;60
293;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;68,381;São Mateus;Principal;Crescente/Decrescente;Ativo;;-18,72353;-39,86094;60;60
294;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;69,039;São Mateus;Principal;Crescente/Decrescente;Ativo;;-18,72916;-39,85997;60;60
295;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;126,465;Linhares;Principal;Crescente;Ativo;;-19,18986;-40,09472;60;60
296;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;126,466;Linhares;Principal;Decrescente;Ativo;;-19,18986;-40,09472;60;60
297;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;126,827;Linhares;Principal;Crescente;Ativo;;-19,19313;-40,09508;60;60
298;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;126,828;Linhares;Principal;Decrescente;Ativo;;-19,19313;-40,09508;60;60
299;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;150,022;Linhares;Principal;Crescente/Decrescente;Ativo;;-19,40452;-40,0608;60;60
300;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;151,239;Linhares;Principal;Decrescente;Ativo;;-19,41375;-40,0668;60;60
301;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;291,986;Cariacica;Principal;Crescente;Ativo;;-20,30569;-40,39494;60;60
302;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;296,23;Cariacica;Principal;Crescente;Ativo;;-20,34208;-40,40527;60;60
303;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;299,654;Viana;Principal;Crescente;Ativo;;-20,3573;-40,42808;60;60
304;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;357,738;Anchieta;Principal;Decrescente;Ativo;;-20,69194;-40,70427;60;60
305;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;370,557;Anchieta;Principal;Decrescente;Ativo;;-20,77086;-40,76555;60;60
306;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;429,643;Atilio Vivacqua;Principal;Decrescente;Ativo;;-21,02858;-41,16436;60;60
307;ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;Controlador;BR-101;ES;450,356;Mimoso do Sul;Principal;Decrescente;Ativo;;-21,14813;-41,2715;60;60
