id_radar;concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
452;MSVIA;2014;Controlador;BR-163;MS;421,496;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,977801;-54,504827;60;60
453;MSVIA;2014;Controlador;BR-163;MS;5,178;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-24,01038;-54,30527;60;60
454;MSVIA;2014;Controlador;BR-163;MS;728,974;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,51441;-54,73719;60;60
455;MSVIA;2014;Redutor;BR-163;MS;527;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,097495;-54,437731;40;40
456;MSVIA;2014;Redutor;BR-163;MS;548,8;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,914738;-54,369697;40;40
457;MSVIA;2014;Redutor;BR-163;MS;548,412;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,918343;-54,368549;40;40
458;MSVIA;2014;Redutor;BR-163;MS;615,5;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,344893;-54,571672;40;40
459;MSVIA;2014;Redutor;BR-163;MS;730,266;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,50305;-54,733521;40;40
460;MSVIA;2014;Redutor;BR-163;MS;680,433;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,91617;-54,838502;40;40
461;MSVIA;2014;Redutor;BR-163;MS;526,427;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,102584;-54,439999;40;40
462;MSVIA;2014;Redutor;BR-163;MS;614,172;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,400625;-54,564441;40;40
463;MSVIA;2014;Controlador;BR-163;MS;575,313;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,679549;-54,350239;60;60
464;MSVIA;2014;Controlador;BR-163;MS;254,015;Dourados;Principal;Decrescente;Ativo;;-22,27167;-54,81649;60;60
465;MSVIA;2014;Redutor;BR-163;MS;18,536;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,9384;-54,281068;40;40
466;MSVIA;2014;Redutor;BR-163;MS;265,824;Dourados;Principal;Crescente/Decrescente;Ativo;;-22,219275;-54,723943;40;40
467;MSVIA;2014;Redutor;BR-163;MS;420,485;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,986567;-54,506009;40;40
468;MSVIA;2014;Controlador;BR-163;MS;17,596;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,94564;-54,283659;40;40
469;MSVIA;2014;Controlador;BR-163;MS;487,48;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,42004;-54,54654;60;60
470;MSVIA;2014;Controlador;BR-163;MS;616,568;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,38207;-54,57607;60;60
471;MSVIA;2014;Redutor;BR-163;MS;617,7;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,37327;-54,581459;60;60
472;MSVIA;2014;Controlador;BR-163;MS;547,428;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,92705;-54,3661;60;60
473;MSVIA;2014;Controlador;BR-163;MS;218,09;Caarapó;Principal;Crescente/Decrescente;Ativo;;-22,55386;-54,83306;100;80
474;MSVIA;2014;Controlador;BR-163;MS;767,667;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,18581;-54,65466;60;60
475;MSVIA;2014;Controlador;BR-163;MS;491,8;Campo Grande;Principal;Decrescente;Ativo;;-20,38728;-54,54801;60;60
476;MSVIA;2014;Controlador;BR-163;MS;493,276;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,37837;-54,53802;100;80
477;MSVIA;2014;Controlador;BR-163;MS;343,345;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-20,38728;-54,54801;60;60
478;MSVIA;2014;Controlador;BR-163;MS;308,309;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-21,908173;-54,533093;80;80
479;MSVIA;2014;Controlador;BR-163;MS;307,217;Douradina;Principal;Crescente/Decrescente;Ativo;;-21,908129;-54,53305;80;80
480;MSVIA;2014;Controlador;BR-163;MS;725,467;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,544533;-54,746857;60;60
481;MSVIA;2014;Redutor;BR-163;MS;727,2;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,530077;-54,741251;40;40
482;MSVIA;2014;Controlador;BR-163;MS;413,17;Nova Alvorada do Sul;Principal;Crescente/Decrescente;Ativo;;-21,0517;-54,498883;100;80
483;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;103,45;Sapucaia;Principal;Crescente;Ativo;;-21,879046;-42,679691;60;60
484;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;104;Sapucaia;Principal;Decrescente;Ativo;;-21,880719;-42,684383;60;60
485;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;143,7;Sapucaia;Principal;Decrescente;Ativo;;-22,046359;-43,000731;60;60
486;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;157,35;Três Rios;Principal;Crescente;Ativo;;-22,101572;-43,094385;40;40
487;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;175,5;Três Rios;Principal;Crescente;Ativo;;-22,124125;-43,23013;40;40
488;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;236,6;Vassouras;Principal;Decrescente;Ativo;;-22,417588;-43,681278;60;60
489;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;237;Vassouras;Principal;Decrescente;Ativo;;-22,420001;-43,684734;60;60
490;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;238,95;Vassouras;Principal;Crescente;Ativo;;-22,430588;-43,700519;60;60
491;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;243,5;Vassouras;Principal;Decrescente;Ativo;;-22,431002;-43,74014;60;60
492;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;274,35;Barra do Piraí;Principal;Decrescente;Ativo;;-22,474864;-43,995843;60;60
493;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;232,25;Vassouras;Principal;Crescente;Ativo;;-22,392608;-43,652209;40;40
494;RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;232,33;Vassouras;Principal;Decrescente;Ativo;;-22,392345;-43,652073;40;40
495;TRANSBRASILIANA;2015;Controlador;BR-153;SP;30;Nova Granada;Principal;Decrescente;Ativo;;-20,542967;-49,330419;60;60
496;TRANSBRASILIANA;2015;Controlador;BR-153;SP;60;São José do Rio Preto;Principal;Crescente;Ativo;;-20,797253;-49,355186;80;80
497;TRANSBRASILIANA;2015;Controlador;BR-153;SP;62;São José do Rio Preto;Principal;Decrescente;Ativo;;-20,812398;-49,356655;80;80
498;TRANSBRASILIANA;2015;Controlador;BR-153;SP;89;Jaci;Principal;Decrescente;Ativo;;-20,955867;-49,55503;80;80
499;VIA 040;2010;Controlador;BR-40;DF;2;Brasília;Principal;Crescente;Ativo;;-15,994078;-47,9861;80;80
500;VIA 040;2010;Controlador;BR-40;DF;4,7;Brasília;Principal;Decrescente;Ativo;;-16,018344;-47,980934;80;80
501;VIA 040;2010;Controlador;BR-40;GO;11,9;Luziânia;Principal;Crescente;Ativo;;-16,144233;-47,946132;80;80
502;VIA 040;2010;Controlador;BR-40;GO;12,8;Luziânia;Principal;Decrescente;Ativo;;-16,151776;-47,9389;80;80
503;VIA 040;2010;Controlador;BR-40;MG;525,9;Contagem;Principal;Decrescente;Ativo;;-19,893179;-44,049811;110;90
504;VIA 040;2010;Controlador;BR-40;MG;527,2;Contagem;Principal;Decrescente;Ativo;;-19,904001;-44,04868;110;90
505;VIA 040;2010;Controlador;BR-40;MG;529,1;Contagem;Principal;Crescente;Ativo;;-19,91818;-44,039531;110;90
506;VIA 040;2010;Controlador;BR-40;MG;530,3;Contagem;Principal;Crescente;Ativo;;-19,919257;-44,030989;110;90
507;VIA 040;2010;Controlador;BR-40;MG;531,22;Belo Horizonte;Principal;Decrescente;Ativo;;-19,92201;-44,022183;110;90
508;VIA 040;2010;Controlador;BR-40;MG;531,8;Belo Horizonte;Principal;Crescente;Ativo;;-19,92358;-44,017749;110;90
509;VIA 040;2010;Controlador;BR-40;MG;534;Belo Horizonte;Principal;Crescente;Ativo;;-19,934738;-44,007665;110;90
510;VIA 040;2010;Controlador;BR-40;MG;534,25;Belo Horizonte;Principal;Decrescente;Ativo;;-19,936574;-44,007507;70;60
511;VIA 040;2010;Controlador;BR-40;MG;535,17;Belo Horizonte;Principal;Crescente;Ativo;;-19,945329;-44,008193;80;60
512;VIA 040;2010;Controlador;BR-40;MG;535,9;Belo Horizonte;Principal;Decrescente;Ativo;;-19,952277;-44,007077;70;60
513;VIA 040;2010;Controlador;BR-40;MG;537,5;Belo Horizonte;Principal;Crescente;Ativo;;-19,963001;-43,999243;80;60
514;VIA 040;2010;Controlador;BR-40;MG;538,2;Belo Horizonte;Principal;Crescente;Ativo;;-19,968113;-43,994641;70;60
515;VIA 040;2010;Controlador;BR-40;MG;539;Belo Horizonte;Principal;Crescente;Ativo;;-19,973105;-43,989851;70;60
516;VIA 040;2010;Controlador;BR-40;MG;540,5;Belo Horizonte;Principal;Decrescente;Ativo;;-19,983881;-43,981234;70;60
517;VIA 040;2010;Controlador;BR-40;MG;540,5;Belo Horizonte;Principal;Crescente;Ativo;;-19,983673;-43,982115;80;60
518;VIA 040;2010;Controlador;BR-40;MG;543,2;Belo Horizonte;Principal;Crescente;Ativo;;-19,995968;-43,961251;110;90
519;VIA BAHIA;2003;Controlador;BR-324;BA;625,05;Salvador;Principal;Crescente;Ativo;;-12,954695;-38,471467;80;80
520;VIA BAHIA;2003;Controlador;BR-324;BA;622,02;Salvador;Principal;Crescente;Ativo;;-12,929444;-38,469583;80;80
521;VIA BAHIA;2003;Controlador;BR-324;BA;620,9;Salvador;Principal;Decrescente;Ativo;;-12,920222;-38,493916;80;80
522;VIA BAHIA;2003;Controlador;BR-324;BA;619,705;Salvador;Principal;Crescente;Ativo;;-12,911833;-38,459222;80;80
523;VIA BAHIA;2003;Controlador;BR-324;BA;619,525;Salvador;Principal;Decrescente;Ativo;;-12,91;-38,458361;80;80
524;VIA BAHIA;2003;Controlador;BR-324;BA;617,2;Salvador;Principal;Crescente;Ativo;;-12,893398;-38,447182;80;80
525;VIA BAHIA;2003;Controlador;BR-324;BA;613,85;Salvador;Principal;Decrescente;Ativo;;-12,871388;-38,426805;100;100
526;VIA BAHIA;2003;Controlador;BR-324;BA;613,77;Salvador;Principal;Crescente;Ativo;;-12,870888;-38,426805;100;100
527;VIA BAHIA;2003;Controlador;BR-324;BA;611,4;Simões Filho;Principal;Crescente;Ativo;;-12,85125;-38,419138;100;100
528;VIA BAHIA;2003;Controlador;BR-324;BA;584,4;Candeias;Principal;Crescente;Ativo;;-12,63575;-38,478222;100;100
529;VIA BAHIA;2003;Controlador;BR-324;BA;570,8;São Sebastião do Passé;Principal;Decrescente;Ativo;;-12,556944;-38,566166;100;100
530;VIA BAHIA;2003;Controlador;BR-324;BA;536,55;Conceição do Jacuípe;Principal;Crescente;Ativo;;-12,3755;-38,8055;60;60
531;VIA BAHIA;2003;Controlador;BR-324;BA;527,02;Feira de Santana;Principal;Decrescente;Ativo;;-12,321055;-38,870861;60;60
532;VIA BAHIA;2003;Controlador;BR-324;BA;526,45;Feira de Santana;Principal;Crescente;Ativo;;-12,318083;-38,875166;60;60
533;VIA BAHIA;2003;Controlador;BR-324;BA;523,528;Feira de Santana;Principal;Decrescente;Ativo;;-12,302277;-38,895694;60;60
534;VIA BAHIA;2003;Controlador;BR-324;BA;522,6;Feira de Santana;Principal;Crescente;Ativo;;-12,297527;-38,902333;60;60
535;VIA BAHIA;2003;Controlador;BR-116;BA;673,8;Jequié;Principal;Crescente;Ativo;;-13,867111;-40,112888;60;60
536;VIA BAHIA;2003;Controlador;BR-116;BA;674,48;Jequié;Principal;Decrescente;Ativo;;-13,87175;-40,115361;60;60
537;VIA BAHIA;2003;Controlador;BR-116;BA;817,58;Vitória da Conquista;Principal;Crescente;Ativo;;-14,822305;-40,816194;60;60
538;VIA BAHIA;2003;Controlador;BR-116;BA;818,995;Vitória da Conquista;Principal;Decrescente;Ativo;;-14,828666;-40,828111;60;60
539;VIA BAHIA;2003;Controlador;BR-116;BA;828,22;Vitória da Conquista;Principal;Crescente;Ativo;;-14,895388;-40,86525;40;40
540;VIA BAHIA;2003;Controlador;BR-116;BA;909,6;Cândido Sales;Principal;Crescente;Ativo;;-15,512388;-41,236805;40;40
541;VIA BAHIA;2003;Controlador;BR-116;BA;909,98;Cândido Sales;Principal;Decrescente;Ativo;;-15,515277;-41,238138;40;40
542;VIA COSTEIRA;2020;Controlador;BR-101;SC;259,7;Paulo Lopes;Principal;Crescente;Ativo;;-28,020139;-48,698833;80;80
543;VIA COSTEIRA;2020;Controlador;BR-101;SC;264,6;Garopaba;Principal;Decrescente;Ativo;;-28,059667;-48,716944;110;90
544;VIA COSTEIRA;2020;Controlador;BR-101;SC;255,6;Paulo Lopes;Principal;Decrescente;Ativo;;-27,990306;-48,680028;80;80
545;VIA COSTEIRA;2020;Controlador;BR-101;SC;252,4;Paulo Lopes;Principal;Decrescente;Ativo;;-27,961722;-48,679278;110;90
546;VIA COSTEIRA;2020;Controlador;BR-101;SC;275,9;Imbituba;Principal;Crescente;Ativo;;-28,157222;-48,692972;110;90
547;VIA COSTEIRA;2020;Controlador;BR-101;SC;277,3;Imbituba;Principal;Crescente;Ativo;;-28,170194;-48,694306;110;90
548;VIA COSTEIRA;2020;Controlador;BR-101;SC;287,1;Imbituba;Principal;Crescente;Ativo;;-28,257278;-48,704083;110;90
549;VIA COSTEIRA;2020;Controlador;BR-101;SC;277,3;Imbituba;Principal;Decrescente;Ativo;;-28,170194;-48,694306;110;90
550;VIA COSTEIRA;2020;Controlador;BR-101;SC;304;Laguna;Principal;Decrescente;Ativo;;-28,388028;-48,774389;110;90
551;VIA COSTEIRA;2020;Controlador;BR-101;SC;289,5;Imbituba;Principal;Decrescente;Ativo;;-28,278111;-48,70025;110;90
552;VIA COSTEIRA;2020;Controlador;BR-101;SC;334,7;Tubarão;Principal;Crescente;Ativo;;-28,473194;-49,024667;110;90
553;VIA COSTEIRA;2020;Controlador;BR-101;SC;334,9;Tubarão;Principal;Decrescente;Ativo;;-28,474528;-49,026389;110;90
554;VIA COSTEIRA;2020;Controlador;BR-101;SC;325,4;Capivari de Baixo;Principal;Decrescente;Ativo;;-28,428611;-48,948917;110;90
555;VIA COSTEIRA;2020;Controlador;BR-101;SC;324,9;Capivari de Baixo;Principal;Decrescente;Ativo;;-28,426083;-48,944472;110;90
556;VIA COSTEIRA;2020;Controlador;BR-101;SC;318,4;Pescaria Brava;Principal;Decrescente;Ativo;;-28,428306;-48,881194;110;90
557;VIA COSTEIRA;2020;Controlador;BR-101;SC;360,6;Sangão;Principal;Crescente;Ativo;;-28,669472;-49,120139;110;90
558;VIA COSTEIRA;2020;Controlador;BR-101;SC;367,5;Sangão;Principal;Decrescente;Ativo;;-28,697694;-49,181528;110;90
559;VIA COSTEIRA;2020;Controlador;BR-101;SC;363,4;Sangão;Principal;Crescente;Ativo;;-28,681222;-49,144361;110;90
560;VIA COSTEIRA;2020;Controlador;BR-101;SC;361,9;Sangão;Principal;Decrescente;Ativo;;-28,676472;-49,130083;110;90
561;VIA COSTEIRA;2020;Controlador;BR-101;SC;252;Paulo Lopes;Principal;Crescente;Ativo;;-27,95825;-48,678;110;90
562;VIA COSTEIRA;2020;Controlador;BR-101;SC;269,032;Imbituba;Principal;Decrescente;Ativo;;-28,0975;-48,705667;110;90
563;VIA COSTEIRA;2020;Controlador;BR-101;SC;324;Pescaria Brava;Principal;Crescente;Ativo;;-28,424583;-48,935806;110;90
564;VIA COSTEIRA;2020;Controlador;BR-101;SC;336,8;Tubarão;Principal;Decrescente;Ativo;;-28,486889;-49,038056;80;80
565;VIA COSTEIRA;2020;Controlador;BR-101;SC;347,28;Jaguaruna;Principal;Crescente;Ativo;;-28,577361;-49,085778;110;90
566;VIA COSTEIRA;2020;Controlador;BR-101;SC;347,84;Jaguaruna;Principal;Decrescente;Ativo;;-28,582194;-49,050361;110;90
567;VIA COSTEIRA;2020;Controlador;BR-101;SC;355,3;Sangão;Principal;Crescente;Ativo;;-28,630889;-49,089667;110;90
568;VIA COSTEIRA;2020;Controlador;BR-101;SC;371,9;Içara;Principal;Decrescente;Ativo;;-28,714556;-49,221417;110;90
569;VIA COSTEIRA;2020;Controlador;BR-101;SC;373;Içara;Principal;Crescente;Ativo;;-28,717139;-49,232194;110;90
570;VIA COSTEIRA;2020;Controlador;BR-101;SC;387,7;Içara;Principal;Decrescente;Ativo;;-28,793556;-49,351972;110;90
571;VIA COSTEIRA;2020;Controlador;BR-101;SC;391,94;Criciúma;Principal;Crescente;Ativo;;-28,813111;-49,389139;110;90
572;VIA COSTEIRA;2020;Controlador;BR-101;SC;400,7;Maracajá;Principal;Crescente;Ativo;;-28,869556;-49,450889;110;90
573;VIA COSTEIRA;2020;Controlador;BR-101;SC;407,5;Araranguá;Principal;Decrescente;Ativo;;-28,920083;-49,490417;110;90
574;VIA COSTEIRA;2020;Controlador;BR-101;SC;410,8;Araranguá;Principal;Crescente;Ativo;;-28,93475;-49,518167;110;90
575;VIA COSTEIRA;2020;Controlador;BR-101;SC;411;Araranguá;Principal;Decrescente;Ativo;;-28,936222;-49,519306;110;90
576;VIA COSTEIRA;2020;Controlador;BR-101;SC;412,2;Araranguá;Principal;Crescente;Ativo;;-28,944;-49,527806;110;90
577;VIA COSTEIRA;2020;Controlador;BR-101;SC;412,2;Araranguá;Principal;Decrescente;Ativo;;-28,944;-49,527806;110;90
578;VIA COSTEIRA;2020;Controlador;BR-101;SC;416;Araranguá;Principal;Crescente;Ativo;;-28,972333;-49,528861;110;90
579;VIA COSTEIRA;2020;Controlador;BR-101;SC;416;Araranguá;Principal;Decrescente;Ativo;;-28,972333;-49,528861;110;90
580;VIA COSTEIRA;2020;Controlador;BR-101;SC;432,5;Sombrio;Principal;Crescente;Ativo;;-29,084694;-49,630556;110;90
581;VIA COSTEIRA;2020;Controlador;BR-101;SC;432,5;Sombrio;Principal;Decrescente;Ativo;;-29,084694;-49,630556;110;90
582;VIA COSTEIRA;2020;Controlador;BR-101;SC;445,6;Santa Rosa do Sul;Principal;Crescente;Ativo;;-29,148556;-49,724806;110;90
583;VIA COSTEIRA;2020;Controlador;BR-101;SC;445,6;Santa Rosa do Sul;Principal;Decrescente;Ativo;;-29,148556;-49,724806;110;90
584;VIA SUL;2019;Controlador;BR-290;RS;10;Osório;Principal;Crescente;Ativo;;-29,891524;-50,3741;110;90
585;VIA SUL;2019;Controlador;BR-290;RS;10,001;Osório;Principal;Crescente;Ativo;;-29,891572;-50,374095;110;90
586;VIA SUL;2019;Controlador;BR-290;RS;31;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,884016;-50,565478;110;90
587;VIA SUL;2019;Controlador;BR-290;RS;31,001;Santo Antônio da Patrulha;Principal;Crescente;Ativo;;-29,884067;-50,565498;110;90
588;VIA SUL;2019;Controlador;BR-290;RS;70,9;Gravataí;Principal;Crescente;Ativo;;-29,951371;-50,96554;110;90
589;VIA SUL;2019;Controlador;BR-290;RS;70,901;Gravataí;Principal;Crescente;Ativo;;-29,951409;-50,96552;110;90
590;VIA SUL;2019;Controlador;BR-290;RS;91;Porto Alegre;Principal;Crescente;Ativo;;-29,968781;-51,167917;100;80
591;VIA SUL;2019;Controlador;BR-290;RS;92,5;Porto Alegre;Principal;Decrescente;Ativo;;-29,971188;-51,182885;100;90
592;VIA SUL;2019;Controlador;BR-448;RS;4,1;Esteio;Principal;Crescente;Ativo;;-29,845924;-51,203898;100;80
593;VIA SUL;2019;Controlador;BR-448;RS;4,101;Esteio;Principal;Crescente;Ativo;;-29,846137;-51,203835;100;80
594;VIA SUL;2019;Controlador;BR-386;RS;415,126;Montenegro;Principal;Decrescente;Ativo;;-29,818095;-51,470924;100;80
595;VIA SUL;2019;Controlador;BR-386;RS;415,127;Montenegro;Principal;Decrescente;Ativo;;-29,81798;-51,470985;100;80
596;VIA SUL;2019;Controlador;BR-101;RS;57,6;Maquiné;Principal;Crescente;Ativo;;-29,662472;-50,133248;100;80
597;VIA SUL;2019;Controlador;BR-101;RS;71,8;Osório;Principal;Crescente;Ativo;;-29,761297;-50,217864;100;80
598;VIA SUL;2019;Redutor;BR-101;RS;86,2;Osório;Principal;Crescente;Ativo;;-29,879663;-50,261308;80;80
599;VIA SUL;2019;Controlador;BR-101;RS;4,7;Torres;Principal;Crescente;Ativo;;-29,337014;-49,785164;100;80
600;VIA SUL;2019;Controlador;BR-101;RS;15,5;Dom Pedro de Alcântara;Principal;Crescente;Ativo;;-29,410162;-49,857806;100;80
601;VIA SUL;2019;Controlador;BR-386;RS;443;Canoas;Principal;Crescente;Ativo;;-29,889403;-51,21215;100;80
602;VIA SUL;2019;Redutor;BR-386;RS;434,6;Nova Santa Rita;Principal;Crescente;Ativo;;-29,846361;-51,276471;60;60
603;VIA SUL;2019;Controlador;BR-386;RS;405,3;Montenegro;Principal;Decrescente;Ativo;;-29,780227;-51,552887;100;80
604;VIA SUL;2019;Redutor;BR-386;RS;388;Triunfo;Principal;Crescente;Ativo;;-29,695129;-51,693235;60;60
605;VIA SUL;2019;Controlador;BR-386;RS;367,4;Fazenda Vilanova;Principal;Crescente;Ativo;;-29,581164;-51,841074;100;80
606;VIA SUL;2019;Controlador;BR-386;RS;305;Pouso Novo;Principal;Crescente;Ativo;;-29,189548;-52,188429;60;80
607;VIA SUL;2019;Redutor;BR-386;RS;270,8;Fontoura Xavier;Principal;Decrescente;Ativo;;-28,978289;-52,367937;60;60
608;VIA SUL;2019;Controlador;BR-386;RS;245,2;Soledade;Principal;Decrescente;Ativo;;-28,803798;-52,507508;60;60
